"Query","Entrez","Symbol","Name","Comment"
"SKP1","6500","SKP1","S-phase kinase associated protein 1","1"
"INTS5","80789","INTS5","integrator complex subunit 5","1"
"FAM171A2","284069","FAM171A2","family with sequence similarity 171 member A2","1"
"SVOP","55530","SVOP","SV2 related protein","1"
"FASN","2194","FASN","fatty acid synthase","1"
"RSL24D1","51187","RSL24D1","ribosomal L24 domain containing 1","1"
"MRPL35","51318","MRPL35","mitochondrial ribosomal protein L35","1"
"VDAC1","7416","VDAC1","voltage dependent anion channel 1","1"
"GPRIN1","114787","GPRIN1","G protein regulated inducer of neurite outgrowth 1","1"
"YWHAG","7532","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","1"
"MAGEF1","64110","MAGEF1","MAGE family member F1","1"
"GPR27","2850","GPR27","G protein-coupled receptor 27","1"
"TMEM115","11070","TMEM115","transmembrane protein 115","1"
"IRF2BP1","26145","IRF2BP1","interferon regulatory factor 2 binding protein 1","1"
"CANX","821","CANX","calnexin","1"
"GRWD1","83743","GRWD1","glutamate rich WD repeat containing 1","1"
"ARMCX6","54470","ARMCX6","armadillo repeat containing X-linked 6","1"
"ENO2","2026","ENO2","enolase 2","1"
"CALM1","801","CALM1","calmodulin 1","1"
"RRS1","23212","RRS1","ribosome biogenesis regulator 1 homolog","1"
"STUB1","10273","STUB1","STIP1 homology and U-box containing protein 1","1"
"SLC22A17","51310","SLC22A17","solute carrier family 22 member 17","1"
"ENC1","8507","ENC1","ectodermal-neural cortex 1","1"
"SNU13","4809","SNU13","small nuclear ribonucleoprotein 13","1"
"IER5","51278","IER5","immediate early response 5","1"
"ARL1","400","ARL1","ADP ribosylation factor like GTPase 1","1"
"PNMA6A","84968","PNMA6A","PNMA family member 6A","1"
"TIMP2","7077","TIMP2","TIMP metallopeptidase inhibitor 2","1"
"ODC1","4953","ODC1","ornithine decarboxylase 1","1"
"ZDHHC23","254887","ZDHHC23","zinc finger DHHC-type palmitoyltransferase 23","1"
"SNAPC5","10302","SNAPC5","small nuclear RNA activating complex polypeptide 5","1"
"B3GALT6","126792","B3GALT6","""beta-1,3-galactosyltransferase 6""","1"
"AMPD2","271","AMPD2","adenosine monophosphate deaminase 2","1"
"MAP1LC3B","81631","MAP1LC3B","microtubule associated protein 1 light chain 3 beta","1"
"EFNA3","1944","EFNA3","ephrin A3","1"
"VXN","254778","VXN","vexin","1"
"BCL2L2","599","BCL2L2","BCL2 like 2","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"UBE2S","27338","UBE2S","ubiquitin conjugating enzyme E2 S","1"
"CSTF2T","23283","CSTF2T","cleavage stimulation factor subunit 2 tau variant","1"
"RANBP6","26953","RANBP6","RAN binding protein 6","1"
"PTGES2","80142","PTGES2","prostaglandin E synthase 2","1"
"NAT14","57106","NAT14","N-acetyltransferase 14 (putative)","1"
"UBE2L6","9246","UBE2L6","ubiquitin conjugating enzyme E2 L6","1"
"EEF1G","1937","EEF1G","eukaryotic translation elongation factor 1 gamma","1"
"NUDT11","55190","NUDT11","nudix hydrolase 11","1"
"STK16","8576","STK16","serine/threonine kinase 16","1"
"SNX17","9784","SNX17","sorting nexin 17","1"
"ITM2C","81618","ITM2C","integral membrane protein 2C","1"
"FUT1","2523","FUT1","fucosyltransferase 1 (H blood group)","1"
"PSPN","5623","PSPN","persephin","1"
"SLC12A5","57468","SLC12A5","solute carrier family 12 member 5","1"
"UBE2M","9040","UBE2M","ubiquitin conjugating enzyme E2 M","1"
"MRPS34","65993","MRPS34","mitochondrial ribosomal protein S34","1"
"MBOAT7","79143","MBOAT7","membrane bound O-acyltransferase domain containing 7","1"
"ELK1","2002","ELK1","ETS transcription factor ELK1","1"
"FAM217B","63939","FAM217B","family with sequence similarity 217 member B","1"
"PRKAR1A","5573","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha","1"
"COPZ1","22818","COPZ1","COPI coat complex subunit zeta 1","1"
"SLC25A6","293","SLC25A6","solute carrier family 25 member 6","1"
"EIF3I","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I","1"
"LGALSL","29094","LGALSL","galectin like","1"
"SCN3B","55800","SCN3B","sodium voltage-gated channel beta subunit 3","1"
"GPR162","27239","GPR162","G protein-coupled receptor 162","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"YRDC","79693","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing","1"
"DUSP7","1849","DUSP7","dual specificity phosphatase 7","1"
"MZT1","440145","MZT1","mitotic spindle organizing protein 1","1"
"KCNJ4","3761","KCNJ4","potassium inwardly rectifying channel subfamily J member 4","1"
"SLC25A4","291","SLC25A4","solute carrier family 25 member 4","1"
"HAS1","3036","HAS1","hyaluronan synthase 1","1"
"NEFM","4741","NEFM","neurofilament medium","1"
"NCKIPSD","51517","NCKIPSD","NCK interacting protein with SH3 domain","1"
"SRPRA","6734","SRPRA","SRP receptor subunit alpha","1"
"BHLHE41","79365","BHLHE41","basic helix-loop-helix family member e41","1"
"LRRC14","9684","LRRC14","leucine rich repeat containing 14","1"
"MESP1","55897","MESP1","mesoderm posterior bHLH transcription factor 1","1"
"EIF4H","7458","EIF4H","eukaryotic translation initiation factor 4H","1"
"GSPT2","23708","GSPT2","G1 to S phase transition 2","1"
"PHF24","23349","PHF24","PHD finger protein 24","1"
"ASNSD1","54529","ASNSD1","asparagine synthetase domain containing 1","1"
"SOWAHA","134548","SOWAHA","sosondowah ankyrin repeat domain family member A","1"
"FKBP1B","2281","FKBP1B","FKBP prolyl isomerase 1B","1"
"TMEM30A","55754","TMEM30A","transmembrane protein 30A","1"
"C16orf91","283951","C16orf91","chromosome 16 open reading frame 91","1"
"PRPS1","5631","PRPS1","phosphoribosyl pyrophosphate synthetase 1","1"
"ATP6V1E1","529","ATP6V1E1","ATPase H+ transporting V1 subunit E1","1"
"ATMIN","23300","ATMIN","ATM interactor","1"
"CCDC184","387856","CCDC184","coiled-coil domain containing 184","1"
"AHCY","191","AHCY","adenosylhomocysteinase","1"
"COA3","28958","COA3","cytochrome c oxidase assembly factor 3","1"
"MAPK8IP2","23542","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","1"
"C3orf80","401097","C3orf80","chromosome 3 open reading frame 80","1"
"NEFL","4747","NEFL","neurofilament light","1"
"PNMA2","10687","PNMA2","PNMA family member 2","1"
"LSM4","25804","LSM4","""LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"RTL5","340526","RTL5","retrotransposon Gag like 5","1"
"DIRAS1","148252","DIRAS1","DIRAS family GTPase 1","1"
"ORMDL3","94103","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","1"
"LGI3","203190","LGI3","leucine rich repeat LGI family member 3","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"GHITM","27069","GHITM","growth hormone inducible transmembrane protein","1"
"ATP6V0B","533","ATP6V0B","ATPase H+ transporting V0 subunit b","1"
"YPEL3","83719","YPEL3","yippee like 3","1"
"RNF6","6049","RNF6","ring finger protein 6","1"
"GABRD","2563","GABRD","gamma-aminobutyric acid type A receptor subunit delta","1"
"BEX4","56271","BEX4","brain expressed X-linked 4","1"
"SELENOW","6415","SELENOW","selenoprotein W","1"
"ST6GAL2","84620","ST6GAL2","""ST6 beta-galactoside alpha-2,6-sialyltransferase 2""","1"
"CNIH2","254263","CNIH2","cornichon family AMPA receptor auxiliary protein 2","1"
"CBX4","8535","CBX4","chromobox 4","1"
"PRELID1","27166","PRELID1","PRELI domain containing 1","1"
"ATG101","60673","ATG101","autophagy related 101","1"
"NAP1L5","266812","NAP1L5","nucleosome assembly protein 1 like 5","1"
"TOMM22","56993","TOMM22","translocase of outer mitochondrial membrane 22","1"
"UBE2Q1","55585","UBE2Q1","ubiquitin conjugating enzyme E2 Q1","1"
"SH2D5","400745","SH2D5","SH2 domain containing 5","1"
"SPATA2","9825","SPATA2","spermatogenesis associated 2","1"
"DUSP3","1845","DUSP3","dual specificity phosphatase 3","1"
"SYNGR3","9143","SYNGR3","synaptogyrin 3","1"
"SLC39A3","29985","SLC39A3","solute carrier family 39 member 3","1"
"ARHGDIG","398","ARHGDIG","Rho GDP dissociation inhibitor gamma","1"
"CTDNEP1","23399","CTDNEP1","CTD nuclear envelope phosphatase 1","1"
