"Query","Entrez","Symbol","Name","Comment"
"GSTO1","9446","GSTO1","glutathione S-transferase omega 1","1"
"RPS19","6223","RPS19","ribosomal protein S19","1"
"UQCRFS1","7386","UQCRFS1","""ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1""","1"
"XBP1","7494","XBP1","X-box binding protein 1","1"
"TSTD1","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1"
"MRPS7","51081","MRPS7","mitochondrial ribosomal protein S7","1"
"ROMO1","140823","ROMO1","reactive oxygen species modulator 1","1"
"BOLA3","388962","BOLA3","bolA family member 3","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"EDF1","8721","EDF1","endothelial differentiation related factor 1","1"
"HTR5A-AS1","100128264","HTR5A-AS1","HTR5A antisense RNA 1","1"
"CCDC85B","11007","CCDC85B","coiled-coil domain containing 85B","1"
"OAZ1","4946","OAZ1","ornithine decarboxylase antizyme 1","1"
"TIMM8A","1678","TIMM8A","translocase of inner mitochondrial membrane 8A","1"
"SLC25A5","292","SLC25A5","solute carrier family 25 member 5","1"
"RPL38","6169","RPL38","ribosomal protein L38","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"RPL27","6155","RPL27","ribosomal protein L27","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"EIF1B","10289","EIF1B","eukaryotic translation initiation factor 1B","1"
"IGFBP6","3489","IGFBP6","insulin like growth factor binding protein 6","1"
"PET117","100303755","PET117","PET117 cytochrome c oxidase chaperone","1"
"PFDN2","5202","PFDN2","prefoldin subunit 2","1"
"LY6E","4061","LY6E","lymphocyte antigen 6 family member E","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"COX6A1","1337","COX6A1","cytochrome c oxidase subunit 6A1","1"
"BORCS8","729991","BORCS8","BLOC-1 related complex subunit 8","1"
"DRAP1","10589","DRAP1","DR1 associated protein 1","1"
"RPS25","6230","RPS25","ribosomal protein S25","1"
"RPL26L1","51121","RPL26L1","ribosomal protein L26 like 1","1"
"NEIL2","252969","NEIL2","nei like DNA glycosylase 2","1"
"C20orf27","54976","C20orf27","chromosome 20 open reading frame 27","1"
"FABP6","2172","FABP6","fatty acid binding protein 6","1"
"RPL37A","6168","RPL37A","ribosomal protein L37a","1"
"HIGD2A","192286","HIGD2A","HIG1 hypoxia inducible domain family member 2A","1"
"ERH","2079","ERH","ERH mRNA splicing and mitosis factor","1"
"SUPT4H1","6827","SUPT4H1","""SPT4 homolog, DSIF elongation factor subunit""","1"
"RAB5IF","55969","RAB5IF","RAB5 interacting factor","1"
"RPL3","6122","RPL3","ribosomal protein L3","1"
"PET100","100131801","PET100","PET100 cytochrome c oxidase chaperone","1"
"MICOS13","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","1"
"MDP1","145553","MDP1","magnesium dependent phosphatase 1","1"
"NAA38","84316","NAA38","""N-alpha-acetyltransferase 38, NatC auxiliary subunit""","1"
"ZNHIT1","10467","ZNHIT1","zinc finger HIT-type containing 1","1"
"PFDN5","5204","PFDN5","prefoldin subunit 5","1"
"NDUFB1","4707","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","1"
"STAR","6770","STAR","steroidogenic acute regulatory protein","1"
"RPL8","6132","RPL8","ribosomal protein L8","1"
"RNF7","9616","RNF7","ring finger protein 7","1"
"NPM3","10360","NPM3","nucleophosmin/nucleoplasmin 3","1"
"RPL27A","6157","RPL27A","ribosomal protein L27a","1"
"FDX2","112812","FDX2","ferredoxin 2","1"
"GABARAPL1","23710","GABARAPL1","GABA type A receptor associated protein like 1","1"
"NDUFA2","4695","NDUFA2","NADH:ubiquinone oxidoreductase subunit A2","1"
"POLR3K","51728","POLR3K","RNA polymerase III subunit K","1"
"PARK7","11315","PARK7","Parkinsonism associated deglycase","1"
"RPL37","6167","RPL37","ribosomal protein L37","1"
"ERP29","10961","ERP29","endoplasmic reticulum protein 29","1"
"TRAPPC4","51399","TRAPPC4","trafficking protein particle complex 4","1"
"AURKAIP1","54998","AURKAIP1","aurora kinase A interacting protein 1","1"
"MRPL17","63875","MRPL17","mitochondrial ribosomal protein L17","1"
"RPS29","6235","RPS29","ribosomal protein S29","1"
"FNDC4","64838","FNDC4","fibronectin type III domain containing 4","1"
"MAGEF1","64110","MAGEF1","MAGE family member F1","1"
"ARL6IP4","51329","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4","1"
"GTF2A2","2958","GTF2A2","general transcription factor IIA subunit 2","1"
"STUB1","10273","STUB1","STIP1 homology and U-box containing protein 1","1"
"HSBP1","3281","HSBP1","heat shock factor binding protein 1","1"
"BEX3","27018","BEX3","brain expressed X-linked 3","1"
"MPC2","25874","MPC2","mitochondrial pyruvate carrier 2","1"
"RPL36","25873","RPL36","ribosomal protein L36","1"
"UBE2S","27338","UBE2S","ubiquitin conjugating enzyme E2 S","1"
"HRAS","3265","HRAS","""HRas proto-oncogene, GTPase""","1"
"RPS23","6228","RPS23","ribosomal protein S23","1"
"TMED2","10959","TMED2","transmembrane p24 trafficking protein 2","1"
"POLR2L","5441","POLR2L","RNA polymerase II subunit L","1"
"CCNI","10983","CCNI","cyclin I","1"
"SCGN","10590","SCGN","""secretagogin, EF-hand calcium binding protein""","1"
"Z95115.1","NA","NA","NA","0"
"C4orf48","401115","C4orf48","chromosome 4 open reading frame 48","1"
"ATP6V1G1","9550","ATP6V1G1","ATPase H+ transporting V1 subunit G1","1"
"PSMG3","84262","PSMG3","proteasome assembly chaperone 3","1"
"POMC","5443","POMC","proopiomelanocortin","1"
"ALYREF","10189","ALYREF","Aly/REF export factor","1"
"COX5A","9377","COX5A","cytochrome c oxidase subunit 5A","1"
"BEX1","55859","BEX1","brain expressed X-linked 1","1"
"VDAC1","7416","VDAC1","voltage dependent anion channel 1","1"
"NDUFB8","4714","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","1"
"BANF1","8815","BANF1","BAF nuclear assembly factor 1","1"
"MEA1","4201","MEA1","male-enhanced antigen 1","1"
"TINF2","26277","TINF2","TERF1 interacting nuclear factor 2","1"
"TRAPPC2L","51693","TRAPPC2L","trafficking protein particle complex 2 like","1"
"ATP5F1D","513","ATP5F1D","ATP synthase F1 subunit delta","1"
"C1orf53","388722","C1orf53","chromosome 1 open reading frame 53","1"
"APRT","353","APRT","adenine phosphoribosyltransferase","1"
"CENPBD1","92806","CENPBD1","CENPB DNA-binding domain containing 1","1"
"UBXN1","51035","UBXN1","UBX domain protein 1","1"
"TIMM13","26517","TIMM13","translocase of inner mitochondrial membrane 13","1"
"NDUFA8","4702","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8","1"
"PYURF","100996939","PYURF","PIGY upstream reading frame","1"
"CDKN2AIPNL","91368","CDKN2AIPNL","CDKN2A interacting protein N-terminal like","1"
"RPL14","9045","RPL14","ribosomal protein L14","1"
"ATP5PB","515","ATP5PB","ATP synthase peripheral stalk-membrane subunit b","1"
"SDF2L1","23753","SDF2L1","stromal cell derived factor 2 like 1","1"
"SEPHS2","22928","SEPHS2","selenophosphate synthetase 2","1"
"NDUFB11","54539","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","1"
"AP1S1","1174","AP1S1","adaptor related protein complex 1 subunit sigma 1","1"
"PSMC5","5705","PSMC5","""proteasome 26S subunit, ATPase 5""","1"
"RPS4X","6191","RPS4X","ribosomal protein S4 X-linked","1"
"SVBP","374969","SVBP","small vasohibin binding protein","1"
"GTF3C6","112495","GTF3C6","general transcription factor IIIC subunit 6","1"
"IMP3","55272","IMP3","IMP U3 small nucleolar ribonucleoprotein 3","1"
"PLEKHJ1","55111","PLEKHJ1","pleckstrin homology domain containing J1","1"
"ANKRD65","441869","ANKRD65","ankyrin repeat domain 65","1"
"PRR13","54458","PRR13","proline rich 13","1"
"NDUFA12","55967","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12","1"
"RPS3","6188","RPS3","ribosomal protein S3","1"
"PIN1","5300","PIN1","""peptidylprolyl cis/trans isomerase, NIMA-interacting 1""","1"
"BLOC1S1","2647","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1","1"
"RPS6","6194","RPS6","ribosomal protein S6","1"
"BX284668.5","NA","NA","NA","0"
